StockCode,Description,TotalQuaantity,AvgQuantity,TotalRevenue,AvgRevenue,OrderCount
23299,FOOD COVER WITH BEADS SET 2 ,983,7.93,3567.67,28.77,122
23300,GARDENERS KNEELING PAD CUP OF TEA ,5583,8.62,8919.39,13.76,634
23301,GARDENERS KNEELING PAD KEEP CALM ,7740,10.08,12493.48,16.27,756
23302,KNEELING MAT HOUSEWORK  DESIGN,1481,7.67,1993.91,10.33,187
23303,SET 4 PICNIC CUTLERY FONDANT,65,10.83,126.75,21.12,6
23304,SET 4 PICNIC CUTLERY CHERRY ,71,7.89,138.45,15.38,9
23305,SET 4 PICNIC CUTLERY BLUEBERRY,82,9.11,159.9,17.77,9
23306,SET OF 36 DOILIES PANTRY DESIGN,2692,12.76,3819.94,18.1,209
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,11675,22.07,5982.09,11.31,504
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,5967,18.82,3098.21,9.77,305
23309,SET OF 60 I LOVE LONDON CAKE CASES ,7727,24.53,3729.05,11.84,294
23310,BUBBLEGUM RING ASSORTED,11891,55.57,4894.83,22.87,213
23311,VINTAGE CHRISTMAS STOCKING ,2199,7.74,5564.25,19.59,281
23312,VINTAGE CHRISTMAS GIFT SACK,1365,6.89,5527.15,27.91,193
23313,VINTAGE CHRISTMAS BUNTING,2755,7.43,12994.77,35.03,359
23314,VINTAGE CHRISTMAS TABLECLOTH,293,2.79,3624.52,34.52,103
23315,IVORY REFECTORY CLOCK,202,2.66,1894.7,24.93,76
23316,RED REFECTORY CLOCK ,236,2.46,2222.2,23.15,95
23317,BLUE REFECTORY CLOCK ,162,2.28,1557.9,21.94,70
23318,BOX OF 6 MINI VINTAGE CRACKERS,3647,10.82,8350.41,24.78,329
23319,BOX OF 6 MINI 50'S CRACKERS,3539,9.29,8216.79,21.57,365
23320,GIANT 50'S CHRISTMAS CRACKER,2635,8.21,6926.11,21.58,310
23321,SMALL WHITE HEART OF WICKER,4283,7.08,6832.83,11.29,582
23322,LARGE WHITE HEART OF WICKER,2908,5.51,8184.7,15.5,511
23323,WHITE WICKER STAR ,1426,5.06,2963.1,10.51,270
23324,RUSTIC STRAWBERRY JAMPOT LARGE ,381,9.77,770.4,19.75,39
23325,RUSTIC STRAWBERRY JAMPOT SMALL,444,14.8,701.4,23.38,30
23326,HANGING MINI COLOURED BOTTLES,3370,60.18,2000.22,35.72,55
23327,HANGING CLEAR MINI BOTTLE,1710,48.86,1012.02,28.91,34
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,2067,7.15,7510.29,25.99,281
23329,DECORATIVE WICKER HEART LARGE,1712,7.05,2812.8,11.58,215
23330,DECORATIVE WICKER HEART MEDIUM,1761,8.39,2193.69,10.45,195
23331,DECORATIVE WICKER HEART SMALL,1492,17.35,932.28,10.84,81
23332,IVORY WICKER HEART LARGE,1996,7.1,3283.8,11.69,267
23333,IVORY WICKER HEART MEDIUM,2030,8.75,2524.9,10.88,216
23334,IVORY WICKER HEART SMALL,2154,21.33,1345.5,13.32,95
23335,EGG FRYING PAN IVORY ,359,4.33,724.64,8.73,81
23336,EGG FRYING PAN PINK ,200,3.08,418.05,6.43,63
23337,EGG FRYING PAN MINT ,169,2.82,351.52,5.86,60
23338,EGG FRYING PAN RED ,405,4.45,820.32,9.01,91
23339,EGG FRYING PAN BLUE ,150,2.59,312.0,5.38,58
23340,VINTAGE CHRISTMAS CAKE FRILL,2465,19.88,3899.25,31.45,122
23341,PINK DINER WALL CLOCK,282,2.85,2325.6,23.49,98
23342,MINT DINER WALL CLOCK,367,2.34,3068.5,19.54,155
23343,JUMBO BAG VINTAGE CHRISTMAS ,4908,12.39,9748.34,24.62,385
23344,JUMBO BAG 50'S CHRISTMAS ,8954,14.87,17679.72,29.37,586
23345, DOLLY GIRL BEAKER,2398,17.38,2759.5,20.0,133
23346,SPACEBOY BEAKER,2571,18.11,2975.75,20.96,138
23347,I LOVE LONDON BEAKER,827,11.65,999.75,14.08,70
23348,CHILDRENS TOY COOKING UTENSIL SET,680,5.35,1371.48,10.8,122
23349,ROLL WRAP VINTAGE CHRISTMAS,2857,11.12,3462.89,13.47,246
23350,ROLL WRAP VINTAGE SPOT ,2593,10.17,3165.65,12.41,246
23351,ROLL WRAP 50'S CHRISTMAS,3058,11.0,3699.02,13.31,271
23352,ROLL WRAP 50'S RED CHRISTMAS ,1596,9.67,1964.76,11.91,162
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,3735,14.31,3076.29,11.79,253
23354,6 GIFT TAGS 50'S CHRISTMAS ,3346,12.35,2753.42,10.16,261
23355,HOT WATER BOTTLE KEEP CALM,4738,6.42,21936.3,29.72,717
23356,LOVE HOT WATER BOTTLE,2088,4.42,11808.6,25.02,448
23357,HOT WATER BOTTLE SEX BOMB,435,4.78,1843.55,20.26,88
23358,HOT STUFF HOT WATER BOTTLE,528,7.76,1689.9,24.85,67
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,979,12.71,1840.65,23.9,76
23360,SET 8 CANDLES VINTAGE DOILEY,1151,10.28,2158.05,19.27,107
23365,SET 12 COLOUR PENCILS LOVE LONDON,1531,11.51,992.75,7.46,128
23366,SET 12 COLOURING PENCILS DOILY,1923,13.26,1211.55,8.36,141
23367,SET 12 COLOUR PENCILS SPACEBOY ,2785,11.7,1807.85,7.6,231
23368,SET 12 COLOUR PENCILS DOLLY GIRL ,2155,11.65,1398.35,7.56,178
23369,SET 36 COLOUR PENCILS LOVE LONDON,901,9.19,1053.29,10.75,95
23370,SET 36 COLOUR PENCILS DOILEY,1359,12.03,1650.11,14.6,106
23371,SET 36 COLOUR PENCILS SPACEBOY ,1505,10.75,1783.97,12.74,133
23372,SET 36 COLOUR PENCILS DOLLY GIRL,1296,12.34,1522.72,14.5,99
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,1563,17.76,1241.66,14.11,88
23374,RED SPOT PAPER GIFT BAG,2444,20.03,1944.08,15.94,122
23375,50'S CHRISTMAS PAPER GIFT BAG,1327,14.91,1068.14,12.0,88
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,2642,22.39,1000.14,8.48,113
23377,PACK OF 12 DOLLY GIRL TISSUES,1203,14.32,469.17,5.59,80
23378,PACK OF 12 50'S CHRISTMAS TISSUES,3419,21.92,1272.93,8.16,144
23379,PACK OF 12 RED APPLE TISSUES,1175,23.04,428.01,8.39,50
23380,PACK OF 12 VINTAGE DOILY TISSUES,2159,22.49,811.77,8.46,94
23381,PACK OF 12 VINTAGE LEAF TISSUES ,1487,22.19,549.69,8.2,64
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1472,9.03,5255.04,32.24,162
23388,WOODLAND MINI BACKPACK,793,5.75,3170.95,22.98,135
23389,SPACEBOY MINI BACKPACK,1050,4.95,4217.5,19.89,205
23390,DOLLY GIRL MINI BACKPACK,725,4.74,2888.75,18.88,146
23391, I LOVE LONDON MINI BACKPACK,361,5.08,1458.15,20.54,69
23392,SPACEBOY ROCKET LOLLY MAKERS,592,7.13,1175.68,14.16,78
23393,HOME SWEET HOME CUSHION COVER ,769,3.7,2883.75,13.86,201
23394,POSTE FRANCE CUSHION COVER,395,3.19,1481.25,11.95,119
23395,BELLE JARDINIERE CUSHION COVER,696,3.76,2604.48,14.08,175
23396,BUTTERFLY CUSHION COVER,616,3.52,2304.48,13.17,164
23397,FOOT STOOL HOME SWEET HOME ,434,2.47,4069.9,23.12,176
23398,HANGING HEART BONHEUR,591,8.95,499.23,7.56,57
23399,HOME SWEET HOME HANGING HEART,1823,9.54,1546.43,8.1,176
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,448,4.67,2247.36,23.41,95
23401,RUSTIC MIRROR WITH LACE HEART,443,6.33,2155.51,30.79,70
23402,HOME SWEEET HOME 3 PEG HANGER ,281,5.02,1031.67,18.42,55
23403,LETTER HOLDER HOME SWEET HOME,596,5.32,1984.06,17.71,110
23404,HOME SWEET HOME BLACKBOARD,969,7.12,4108.58,30.21,136
23405,HOME SWEET HOME 2 DRAWER CABINET,237,3.95,1137.95,18.97,57
23406,HOME SWEET HOME KEY HOLDER,435,4.58,2154.79,22.68,94
23407,SET OF 2 TRAYS HOME SWEET HOME,250,2.1,2446.62,20.56,118
23408,PHOTO FRAME LINEN AND LACE SMALL,310,5.25,644.8,10.93,59
23409,PHOTO FRAME LINEN AND LACE LARGE,208,5.07,771.72,18.82,41
23410,CURIO CABINET LINEN AND LACE ,36,2.0,290.1,16.12,18
23411, TRELLIS COAT RACK,217,4.62,1016.55,21.63,46
23412,HEART MIRROR ANTIQUE WHITE,351,4.88,2269.14,31.52,71
23413,VINTAGE COFFEE GRINDER BOX,160,3.56,763.2,16.96,43
23414,ZINC BOX SIGN HOME,139,2.24,1348.01,21.74,62
23415,HOME SWEET HOME HOOK,326,7.24,405.6,9.01,45
23416,CHAMBRE HOOK,123,6.83,155.07,8.62,18
23417,BATHROOM HOOK,140,6.36,137.76,6.26,21
23418,LAVENDER TOILETTE BOTTLE,534,8.75,1068.96,17.52,60
23419,HOME SWEET HOME BOTTLE ,438,7.06,897.12,14.47,61
23420,PANTRY HOOK TEA STRAINER ,160,5.52,332.8,11.48,28
23421,PANTRY HOOK SPATULA,154,5.7,320.32,11.86,26
23422,PANTRY HOOK BALLOON WHISK ,196,6.32,407.68,13.15,31
23423,PANTRY 3 HOOK ROLLING PIN HANGER,202,3.96,757.5,14.85,51
23424,GINGHAM RECIPE BOOK BOX,413,3.97,1986.75,19.1,103
23425,STORAGE TIN HOME SWEET HOME,237,6.77,435.43,12.44,35
23426,METAL SIGN DROP YOUR PANTS,1232,7.04,3192.56,18.24,171
23427,STOOL HOME SWEET HOME ,228,2.11,2648.4,24.52,106
23428,IVORY RETRO KITCHEN WALL CLOCK,70,2.69,559.5,21.52,26
23429,RED RETRO KITCHEN WALL CLOCK,44,2.2,358.6,17.93,20
23430,BLUE RETRO KITCHEN WALL CLOCK,35,2.06,285.25,16.78,17
23431,NATURAL HANGING QUILTED HEARTS ,1432,19.89,1117.28,15.52,67
23432,PRETTY HANGING QUILTED HEARTS,1274,17.69,1046.86,14.54,70
23433,HANGING QUILTED PATCHWORK APPLES,1215,14.82,1003.17,12.23,82
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,1792,13.18,1632.4,12.0,134
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,679,15.09,608.65,13.53,44
23436,GIFT BAG LARGE VINTAGE CHRISTMAS,1929,20.97,2251.65,24.47,92
23437, 50'S CHRISTMAS GIFT BAG LARGE,1909,17.2,2302.25,20.74,111
23438, RED SPOT GIFT BAG LARGE,1796,17.96,2161.0,21.61,98
23439,HAND WARMER RED LOVE HEART,3762,9.43,7660.2,19.2,371
23440,PAINT YOUR OWN EGGS IN CRATE,164,32.8,299.36,59.87,5
23441,HAND PAINTED HANGING EASTER EGG,22,7.33,9.24,3.08,3
23442,12 HANGING EGGS HAND PAINTED,42,4.2,87.36,8.74,7
23444,Next Day Carriage,79,1.0,1200.0,15.19,79
23445,ICE CREAM BUBBLES,2667,27.78,2147.61,22.37,94
23446,BLUE BUNNY EASTER EGG BASKET,157,52.33,230.25,76.75,3
23447,PINK BUNNY EASTER EGG BASKET,158,39.5,231.9,57.98,4
23448,CREAM BUNNY EASTER EGG BASKET,25,8.33,41.25,13.75,3
23449,SET OF 6 EASTER RAINBOW CHICKS,12,12.0,15.0,15.0,1
23451,SQUARE MINI PORTRAIT FRAME,269,5.85,520.95,11.32,44
23452,HEART MINI PORTRAIT FRAME,510,6.3,990.9,12.23,81
23453,OVAL  MINI PORTRAIT FRAME,323,6.46,627.45,12.55,46
23454,SET OF 3 MINI HANGING PORTRAITS,166,3.13,679.3,12.82,46
23455,SMALL PARLOUR PICTURE FRAME,206,5.89,566.54,16.19,34
23456,MEDIUM PARLOUR PICTURE FRAME ,158,4.39,634.1,17.61,36
23457,LARGE PARLOUR PICTURE FRAME,105,3.5,503.55,16.78,29
23458,DOLLY CABINET 3 DRAWERS ,51,1.7,762.45,25.42,30
23459,DOLLY CABINET 2 DRAWERS ,33,1.74,412.5,21.71,19
23460,SWEETHEART WALL TIDY ,108,2.51,1007.08,23.42,43
23461,SWEETHEART BIRD HOUSE,219,2.31,904.05,9.52,82
23462,ROCOCO WALL MIRROR WHITE,77,1.75,1482.15,33.69,44
23463,VINTAGE ZINC WATERING CAN,12,1.71,119.4,17.06,7
23464,VINTAGE ZINC WATERING CAN SMALL,16,2.67,79.2,13.2,6
23465,TUSCAN VILLA FEEDING STATION,28,1.87,231.0,15.4,15
23466,TUSCAN VILLA DOVECOTE,49,2.33,398.25,18.96,21
23467,VINTAGE ZINC PLANTER  ,23,4.6,75.67,15.13,5
23468,TUSCAN VILLA BIRD TABLE ,19,1.73,156.75,14.25,11
23469,CARD HOLDER LOVE BIRD SMALL,320,5.08,1255.76,19.93,63
23470,CARD HOLDER LOVE BIRD LARGE ,220,2.93,1323.4,17.65,75
23471,SIX DRAWER OFFICE TIDY,65,2.41,605.95,22.44,26
23472, NINE DRAWER OFFICE TIDY,55,1.77,792.85,25.58,30
23473,WOODLAND SMALL RED FELT HEART,666,15.14,531.66,12.08,43
23474,WOODLAND SMALL BLUE FELT HEART,297,10.61,246.51,8.8,27
23475,WOODLAND SMALL PINK FELT HEART,280,10.77,232.4,8.94,26
23476,WOODLAND LARGE RED FELT HEART,198,11.0,247.5,13.75,18
23477,WOODLAND LARGE BLUE FELT HEART,85,10.62,106.25,13.28,8
23478,WOODLAND LARGE PINK FELT HEART,278,27.8,307.18,30.72,10
23479,WIRE EGG BASKET ,110,2.68,827.5,20.18,40
23480,MINI LIGHTS WOODLAND MUSHROOMS,1719,9.66,6126.09,34.42,173
23481,PEARLISED IVORY HEART SMALL ,217,7.23,266.21,8.87,27
23482,PEARLISED IVORY HEART LARGE ,415,11.53,651.15,18.09,36
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,1322,19.16,1541.62,22.34,66
23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,174,6.69,483.66,18.6,25
23485,BOTANICAL GARDENS WALL CLOCK ,139,1.76,3223.0,40.8,79
23486,ANTIQUE HEART SHELF UNIT,117,1.75,1876.65,28.01,67
23487,SWEET HEART CAKE CARRIER,78,1.86,754.0,17.95,42
23489,"GARLAND, VINTAGE BELLS",876,6.13,2512.44,17.57,137
23490,T-LIGHT HOLDER HANGING LOVE BIRD,539,5.61,1988.13,20.71,95
23491,VINTAGE JINGLE BELLS HEART,226,2.94,1864.5,24.21,76
23492,VINTAGE JINGLE BELLS WREATH,74,2.85,610.5,23.48,26
23493,VINTAGE DOILY TRAVEL SEWING KIT,3522,9.68,6747.9,18.54,349
23494,VINTAGE DOILY DELUXE SEWING KIT ,726,4.06,4218.7,23.57,176
23495,SET OF 3 PANTRY WOODEN SPOONS,192,8.0,240.0,10.0,24
23496,PANTRY KITCHEN THERMOMETER ,88,4.0,110.0,5.0,22
23497,CLASSIC CHROME BICYCLE BELL ,2514,14.04,3513.1,19.63,172
23498,CLASSIC BICYCLE CLIPS ,1591,17.11,2205.95,23.72,86
23499,SET 12 VINTAGE DOILY CHALK ,1247,12.72,523.74,5.34,93
23500,KEY RING BASEBALL BOOT ASSORTED ,1585,17.04,1935.05,20.81,84
23501,KEY RING BASEBALL BOOT UNION JACK,1772,19.91,2105.8,23.66,85
23502,PLAYING CARDS VINTAGE DOILEY ,690,7.84,838.98,9.53,87
23503,PLAYING CARDS KEEP CALM & CARRY ON,3435,10.19,4246.71,12.6,327
23504,PLAYING CARDS JUBILEE UNION JACK,1668,8.22,2082.48,10.26,190
23505,PLAYING CARDS I LOVE LONDON ,1065,9.59,1247.25,11.24,104
23506,MINI PLAYING CARDS SPACEBOY ,2718,19.84,1116.36,8.15,127
23507,MINI PLAYING CARDS BUFFALO BILL ,2841,25.59,1129.02,10.17,101
23508,MINI PLAYING CARDS DOLLY GIRL ,2476,20.98,1014.72,8.6,106
23509,MINI PLAYING CARDS FUN FAIR ,1043,18.3,434.46,7.62,54
23510,MINI PLAYING CARDS GYMKHANA,2298,22.75,902.16,8.93,95
23511,EMBROIDERED RIBBON REEL EMILY ,526,5.98,1050.58,11.94,85
23512,EMBROIDERED RIBBON REEL ROSIE,485,9.7,923.54,18.47,49
23513,EMBROIDERED RIBBON REEL SUSIE ,556,8.97,1072.96,17.31,62
23514,EMBROIDERED RIBBON REEL SALLY ,458,7.39,909.14,14.66,62
23515,EMBROIDERED RIBBON REEL DAISY ,558,9.3,1075.38,17.92,59
23516,EMBROIDERED RIBBON REEL SOPHIE  ,292,6.79,1028.76,23.92,40
23517,EMBROIDERED RIBBON REEL REBECCA ,312,6.12,860.88,16.88,51
23518,EMBROIDERED RIBBON REEL RACHEL ,358,8.52,957.82,22.81,41
23519,EMBROIDERED RIBBON REEL CLAIRE,219,11.53,755.01,39.74,19
23520,EMBROIDERED RIBBON REEL RUBY ,166,5.35,589.38,19.01,30
23521,CAT AND BIRD WALL ART,388,17.64,648.62,29.48,22
23522,DOG AND BALL WALL ART,341,16.24,652.17,31.06,21
23523,TREASURE AHOY WALL ART,357,9.39,1151.43,30.3,38
23524,HORSE & PONY WALL ART,465,9.12,1441.98,28.27,51
23525,BUFFALO BILL WALL ART ,568,12.62,1781.64,39.59,44
23526,DOG LICENCE WALL ART,702,7.71,3383.82,37.18,90
23527,ANIMALS AND NATURE WALL ART,416,9.45,1398.72,31.79,43
23528,SPACEBOY WALL ART,462,13.59,1381.38,40.63,34
23529,DOLLY GIRL WALL ART,629,20.97,1952.31,65.08,30
23530,WALL ART ONLY ONE PERSON ,1043,13.91,4270.95,56.95,74
23531,WALL ART BIG LOVE ,963,9.73,5340.21,53.94,97
23532,WALL ART WORK REST AND PLAY  ,205,7.88,853.47,32.83,26
23533,WALL ART GARDEN HAVEN ,210,6.77,936.34,30.2,31
23534,STOP FOR TEA WALL ART,1027,5.27,5363.83,27.51,193
23535,BICYCLE SAFTEY WALL ART,948,5.71,4965.36,29.91,161
23536,VILLAGE SHOW WALL ART,433,5.93,2311.03,31.66,73
23537,I LOVE LONDON WALL ART,98,4.67,446.7,21.27,21
23538,WALL ART VINTAGE HEART,327,11.68,1278.87,45.67,27
23539,WALL ART LOVES' SECRET ,237,6.77,1129.71,32.28,35
23540,WALL ART THE MAGIC FOREST ,146,14.6,890.54,89.05,10
23541,WALL ART CLASSIC PUDDINGS ,709,5.96,5260.69,44.21,119
23542,70'S ALPHABET WALL ART,484,6.91,3442.68,49.18,70
23543,KEEP CALM WALL ART ,350,3.68,2640.02,27.79,92
23544,WALL ART MID CENTURY MODERN ,164,8.2,1015.78,50.79,20
23545,WRAP RED DOILEY,2475,29.46,1023.5,12.18,83
23546,WRAP PAISLEY PARK ,3275,27.07,1375.5,11.37,120
23547,WRAP FLOWER SHOP  ,1575,25.4,661.5,10.67,62
23548,WRAP MAGIC FOREST ,1075,25.0,451.5,10.5,43
23549,WRAP BIRD GARDEN ,1300,25.49,546.0,10.71,51
23550,WRAP ALPHABET POSTER  ,1850,29.37,761.0,12.08,63
23551,PACK OF 12 PAISLEY PARK TISSUES ,1617,16.17,630.63,6.31,95
23552,BICYCLE PUNCTURE REPAIR KIT ,1111,10.1,2185.6,19.87,102
23553,LANDMARK FRAME CAMDEN TOWN ,138,2.26,1658.35,27.19,60
23554,LANDMARK FRAME OXFORD STREET,121,2.2,1470.65,26.74,53
23555,LANDMARK FRAME NOTTING HILL ,122,2.39,1483.15,29.08,47
23556,LANDMARK FRAME COVENT GARDEN ,138,2.56,1664.55,30.82,51
23557,LANDMARK FRAME BAKER STREET ,47,1.68,582.85,20.82,28
23558,LANDMARK FRAME LONDON BRIDGE ,113,2.31,1356.7,27.69,46
23559,WOODLAND BUNNIES LOLLY MAKERS,566,7.26,1135.52,14.56,75
23560,SET OF 6 RIBBONS COUNTRY STYLE,164,7.81,449.96,21.43,20
23561,SET OF 6 RIBBONS PARTY,167,12.85,458.63,35.28,13
23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,245,6.28,684.05,17.54,37
23564,EGG CUP MILKMAID INGRID,587,13.98,703.51,16.75,42
23565,EGG CUP MILKMAID HELGA ,348,11.23,435.0,14.03,31
23566,EGG CUP MILKMAID HEIDI,786,16.72,922.02,19.62,46
23567,EGG CUP HENRIETTA HEN PINK,187,9.84,233.75,12.3,18
23568,EGG CUP HENRIETTA HEN CREAM ,580,20.71,664.52,23.73,28
23569,TRADTIONAL ALPHABET STAMP SET,933,5.07,4531.95,24.63,174
23570,TRADITIONAL PICK UP STICKS GAME ,1846,7.44,2307.5,9.3,231
23571,TRADITIONAL NAUGHTS & CROSSES,2036,8.97,3330.6,14.67,216
23574,PACKING CHARGE,14,1.0,105.0,7.5,14
23575,SNACK TRAY PAISLEY PARK,164,6.83,305.4,12.72,22
23576,SNACK TRAY RED VINTAGE DOILY,185,6.17,346.35,11.54,29
23578,SNACK TRAY RED GINGHAM,56,5.09,109.2,9.93,11
23579,SNACK TRAY I LOVE LONDON,151,5.81,280.05,10.77,24
23580,SNACK TRAY HAPPY FOREST  ,111,5.05,216.45,9.84,21
23581,JUMBO BAG PAISLEY PARK,4373,13.88,8529.24,27.08,302
23582,VINTAGE DOILY JUMBO BAG RED ,2947,12.28,5850.26,24.38,233
23583,LUNCH BAG PAISLEY PARK  ,3315,10.66,5267.75,16.94,298
23597,PAPER BUNTING PAISLEY PARK,248,8.27,667.6,22.25,28
23598,PAPER BUNTING VINTAGE PARTY,421,9.79,1177.95,27.39,42
23630,SET 10 CARDS HANGING BAUBLES 17080,1,1.0,2.99,2.99,1
23660,HENRIETTA HEN MUG ,293,9.45,483.45,15.6,31
23661,MILK MAIDS MUG ,204,8.5,336.6,14.02,23
23664,FLOWER SHOP DESIGN MUG,1,1.0,1.65,1.65,1
23681,LUNCH BAG RED VINTAGE DOILY,1548,12.9,2434.2,20.28,118
23691,KEEP CALM BIRTHDAY WRAP,1175,30.92,481.5,12.67,38
23692,WRAP A PRETTY THANK YOU,50,25.0,21.0,10.5,2
23694,PAISLEY PARK CARD,348,14.5,141.84,5.91,24
23695,DOILY THANK YOU CARD,727,15.8,296.7,6.45,44
23697,A PRETTY THANK YOU CARD,438,16.22,179.64,6.65,26
23702,High Resolution Image,4,1.33,27.0,9.0,3
35001G,HAND OPEN SHAPE GOLD,157,5.81,510.83,18.92,24
35001W,HAND OPEN SHAPE DECO.WHITE,92,18.4,270.02,54.0,5
35004B,SET OF 3 BLACK FLYING DUCKS,475,9.9,2251.15,46.9,47
35004C,SET OF 3 COLOURED  FLYING DUCKS,393,10.34,1882.65,49.54,38
35004G,SET OF 3 GOLD FLYING DUCKS,126,6.3,448.3,22.42,20
35004P,SET OF 3 PINK FLYING DUCKS,1,1.0,5.45,5.45,1
35095A,BLUE VICTORIAN FABRIC OVAL BOX,811,23.85,293.82,8.64,34
35095B,RED VICTORIAN FABRIC OVAL BOX,772,18.83,277.44,6.77,41
35241,ENAMEL BLUE RIM BISCUIT BIN,89,2.97,413.95,13.8,30
35265,COLOURFUL FLOWER FRUIT BOWL,16,1.45,50.25,4.57,11
35271S,GOLD PRINT PAPER BAG,19,9.5,3.61,1.81,2
35400,WOODEN BOX ADVENT CALENDAR ,10,2.0,89.5,17.9,5
35443,RASTA IN BATH W SPLIFF ASHTRAY,7,1.4,5.95,1.19,5
35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,1668,11.27,695.46,4.7,137
35591T,TURQUOISE CHRISTMAS TREE ,5,1.25,6.25,1.56,4
35597A,DUSTY PINK CHRISTMAS TREE 30CM,1,1.0,1.25,1.25,1
35597B,BLACKCHRISTMAS TREE 30CM,1,1.0,1.25,1.25,1
35597D,PINK/WHITE CHRISTMAS TREE 30CM,46,23.0,17.48,8.74,2
35598A,DUSTY PINK CHRISTMAS TREE 60CM,9,4.5,26.55,13.28,2
35598B,BLACK CHRISTMAS TREE 60CM,554,25.18,433.7,19.71,22
35598C,WHITE CHRISTMAS TREE 60CM,2,1.0,5.9,2.95,2
35598D,PINK/WHITE CHRISTMAS TREE 60CM,660,27.5,433.22,18.05,24
35599B,BLACK CHRISTMAS TREE 120CM,209,9.09,503.85,21.91,23
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,186,9.79,465.38,24.49,19
35607A,PINK FLUFFY CHRISTMAS DECORATION,24,24.0,4.56,4.56,1
35607B,BLACK FEATHER CHRISTMAS DECORATION,96,13.71,18.24,2.61,7
35610A,PINK CHRISTMAS FLOCK DROPLET ,8,8.0,10.0,10.0,1
35610B,BLACK CHRISTMAS FLOCK DROPLET ,24,24.0,30.0,30.0,1
35610C,WHITE CHRISTMAS FLOCK DROPLET ,24,24.0,30.0,30.0,1
35637A,IVORY STRING CURTAIN WITH POLE ,166,6.92,363.7,15.15,24
35637C,PINK STRING CURTAIN WITH POLE,28,4.0,62.6,8.94,7
35638A,PINK AND BLACK STRING CURTAIN,38,7.6,82.1,16.42,5
35638B,PINK/BLUE STRING CURTAIN ,56,14.0,109.2,27.3,4
35645,VINTAGE BEAD PINK JEWEL BOX,4,1.33,17.0,5.67,3
35646,VINTAGE BEAD PINK EVENING BAG,513,11.15,668.88,14.54,44
35647,VINTAGE BEAD PINK SHADE ,13,6.5,16.25,8.12,2
35648,VINTAGE BEAD PINK PURSE ,814,12.72,776.42,12.13,60
35649,VINTAGE BEAD COSMETIC BAG ,16,2.29,51.82,7.4,6
35650,VINTAGE BEAD PINK JEWEL STAND,1,1.0,4.95,4.95,1
35651,VINTAGE BEAD PINK SCARF ,330,9.71,557.1,16.39,33
35653,VINTAGE BEAD NOTEBOOK,47,2.76,138.65,8.16,17
35809A,ENAMEL PINK TEA CONTAINER,389,9.26,374.94,8.93,40
35809B,ENAMEL BLUE RIM TEA CONTAINER,8,2.67,9.18,3.06,3
35810A,ENAMEL PINK COFFEE CONTAINER,603,11.17,546.21,10.12,52
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,147,7.0,155.03,7.38,21
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",162,32.4,63.28,12.66,5
35816P,"ACRYLIC JEWEL ANGEL,PINK",78,39.0,29.64,14.82,2
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",18,9.0,19.86,9.93,2
35818B,"ACRYLIC JEWEL ICICLE, BLUE",31,10.33,11.78,3.93,3
35818P,"ACRYLIC JEWEL ICICLE, PINK",264,14.67,100.32,5.57,17
35819B,"ACRYLIC HANGING JEWEL,BLUE",268,9.93,101.84,3.77,22
35819P,"ACRYLIC HANGING JEWEL,PINK",95,13.57,66.55,9.51,7
35833P,4 PINK FLOCK CHRISTMAS BALLS,37,3.08,46.25,3.85,11
35909A,RABBIT EASTER DECORATION,8,2.67,23.6,7.87,3
35909B,PINK FLOWERS RABBIT EASTER,8,4.0,23.6,11.8,2
35910A,MULTICOLOUR EASTER RABBIT ,20,5.0,39.0,9.75,4
35910B,PINK FLOWERS RABBIT EASTER,13,4.33,25.35,8.45,3
35911A,MULTICOLOUR RABBIT EGG WARMER,205,8.2,194.15,7.77,25
35911B,PINK/FLOWER RABBIT EGG WARMER ,17,4.25,35.7,8.93,4
35912B,WHITE/PINK CHICK DECORATION,249,13.83,283.89,15.77,18
35913B,WHITE/PINK CHICK EASTER DECORATION,35,3.5,29.75,2.98,9
35914,PINK CHICK EGG WARMER + EGG CUP,136,7.16,163.1,8.58,18
35915B,BLUE KNITTED HEN ,91,6.5,150.15,10.72,14
35915C,PEACH KNITTED HEN ,49,6.12,80.85,10.11,8
35916A,YELLOW FELT HANGING HEART W FLOWER,20,6.67,17.0,5.67,3
35916B,BLUE FELT HANGING HEART WITH FLOWER,6,6.0,5.1,5.1,1
